id_pedido,data_pedido,categoria,preco,custo_produto,quantidade,metodo_pagamento,dias_de_entrega,retornou,total,frete,idade_do_cliente,nota_avaliacao,estado
O104851,2023-12-04,Esportes,193.2,134.84,1,Boleto,4,Não,193.2,10.38,46,5,SC
O105940,2023-12-04,Vestuário,82.21,47.79,1,Cartão de Crédito,3,Não,82.21,4.51,43,5,RJ
O106530,2023-12-04,Beleza,34.99,23.73,1,Cartão de Débito,11,Não,29.74,6.83,30,3,PB
O106692,2023-12-04,Moradia,88.75,52.47,1,Cartão de Crédito,10,Não,88.75,6.91,39,1,BA
O108513,2023-12-04,Esportes,268.24,125.06,5,Pix,13,Não,1274.14,11.66,51,1,SE
O109161,2023-12-04,Brinquedos,24.74,14.71,2,Cartão de Crédito,8,Não,49.48,08.09,22,5,MA
O109187,2023-12-04,Eletrônicos,320.55,121.45,2,Cartão de Débito,2,Não,609.04,14.75,26,5,MG
O110802,2023-12-04,Esportes,74.01,42.67,2,Pix,14,Não,125.82,6.33,25,2,BA
O112976,2023-12-04,Alimentos,06.09,3.93,1,Cartão de Crédito,6,Não,5.79,1.72,44,5,PR
O114803,2023-12-04,Brinquedos,112.63,41.87,1,Cartão de Débito,12,Não,112.63,8.97,36,3,PE
O114888,2023-12-04,Esportes,249.65,112.24,1,Pix,11,Não,249.65,9.93,24,2,CE
O114917,2023-12-04,Moradia,23.29,14.38,1,Cartão de Débito,3,Não,23.29,6.97,32,5,SP
O115853,2023-12-04,Esportes,51.31,16.14,1,Cartão de Crédito,2,Não,43.61,8.41,45,5,SP
O116455,2023-12-04,Moradia,106.53,72.36,2,Cartão de Crédito,3,Não,213.06,8.22,25,4,SP
O117297,2023-12-04,Moradia,120.33,71.53,3,Cartão de Débito,10,Não,360.99,8.29,27,1,PE
O117570,2023-12-04,Beleza,56.58,31.42,1,Cartão de Crédito,11,Não,53.75,9.4,33,2,PE
O118016,2023-12-04,Moradia,191.6,62.22,2,Cartão de Débito,3,Não,383.2,8.69,31,5,MG
O118809,2023-12-04,Brinquedos,7.83,2.72,1,Pix,4,Não,7.83,1.1,28,4,RS
O119240,2023-12-04,Esportes,61.82,21.68,1,Pix,9,Não,52.55,7.1,50,4,PE
O120317,2023-12-04,Moradia,411.2,246.33,1,Cartão de Crédito,5,Não,411.2,14.45,33,4,SP
O120682,2023-12-04,Moradia,125.58,42.21,1,Boleto,1,Não,119.3,12.39,47,5,SP
O121143,2023-12-04,Alimentos,28.22,16.8,1,Pix,3,Não,28.22,8.48,47,5,MG
O121369,2023-12-04,Vestuário,195.37,96.04,1,Boleto,7,Sim,195.37,11.89,29,5,MT
O122772,2023-12-04,Eletrônicos,982.09,518.53,1,Pix,12,Não,883.88,7.88,35,1,CE
O123201,2023-12-04,Vestuário,190.73,98.49,2,Cartão de Crédito,1,Não,381.46,10.24,35,5,RJ
O125006,2023-12-04,Eletrônicos,762.94,409.6,1,Cartão de Débito,1,Não,762.94,9.55,23,4,SP
O125144,2023-12-04,Brinquedos,19.84,8.22,1,Pix,7,Não,19.84,7.46,41,4,PR
O126527,2023-12-04,Moradia,1204.06,565.09,1,Pix,13,Não,1204.06,14.44,40,1,PE
O126574,2023-12-04,Moradia,838.48,399.41,1,Pix,5,Não,838.48,13.43,24,5,PR
O126658,2023-12-04,Vestuário,18.93,11.85,1,Cartão de Débito,3,Não,17.98,5.66,29,5,RJ
O127113,2023-12-04,Vestuário,280.95,166.96,1,Cartão de Crédito,4,Não,280.95,7.93,33,4,SP
O128658,2023-12-04,Esportes,101.25,55.72,1,Cartão de Débito,7,Não,101.25,5.52,55,3,PA
O129264,2023-12-04,Brinquedos,29.74,13.82,1,Cartão de Débito,5,Não,29.74,4.5,31,4,SP
O129301,2023-12-04,Esportes,105.97,68.85,2,Cartão de Crédito,2,Não,211.94,8.81,39,4,SP
O129806,2023-12-04,Vestuário,96.69,65.52,2,Cartão de Crédito,11,Não,193.38,10.72,25,1,PE
O130124,2023-12-04,Esportes,1139.75,579.53,2,Cartão de Débito,10,Não,2279.5,15.44,26,2,AC
O130589,2023-12-04,Alimentos,39.99,17.2,4,Cartão de Crédito,6,Sim,151.96,11.63,31,5,PR
O131902,2023-12-04,Alimentos,17.49,9.29,1,Cartão de Débito,6,Não,15.74,3.73,36,3,RS
O132438,2023-12-04,Esportes,155.78,66.57,1,Pix,3,Não,155.78,10.33,32,4,SP
O132557,2023-12-04,Brinquedos,19.17,6.17,1,Boleto,2,Não,19.17,4.88,22,5,SP
O132746,2023-12-04,Brinquedos,50.21,33.62,2,Cartão de Débito,3,Não,100.42,8.62,49,5,SP
O133584,2023-12-04,Beleza,35.28,16.12,3,Cartão de Débito,5,Não,89.96,6.34,25,5,RS
O134496,2023-12-04,Beleza,8.49,3.71,5,Cartão de Débito,3,Sim,38.21,6.68,38,5,SP
O100454,2023-12-03,Vestuário,458.68,212.13,2,Cartão de Débito,4,Não,917.36,11.69,21,5,ES
O101236,2023-12-03,Beleza,122.04,57.7,2,Pix,4,Não,207.47,11.42,42,3,SP
O101483,2023-12-03,Eletrônicos,2007.56,1253.88,1,Cartão de Crédito,2,Não,2007.56,11.68,32,5,MG
O102098,2023-12-03,Eletrônicos,362.54,151.09,1,Cartão de Débito,1,Não,290.03,11.3,38,5,MG
O102827,2023-12-03,Moradia,108.2,34.55,1,Cartão de Crédito,5,Não,108.2,5.94,31,4,RS
O102904,2023-12-03,Alimentos,31.72,16.36,1,Cartão de Crédito,3,Não,31.72,6.4,36,5,SP
O104165,2023-12-03,Moradia,577.48,313.48,2,Boleto,4,Não,1154.96,18.64,44,4,DF
O104376,2023-12-03,Vestuário,316.01,111.38,1,Pix,2,Não,316.01,14.71,34,5,RJ
O104485,2023-12-03,Brinquedos,44.87,16.2,1,Pix,6,Não,42.63,6.2,41,5,SC
O104624,2023-12-03,Moradia,96.62,53.95,1,Pix,5,Não,96.62,6.39,51,5,PR
O105383,2023-12-03,Vestuário,171.83,96.1,1,Cartão de Débito,4,Não,171.83,11.82,20,3,SP
O105409,2023-12-03,Vestuário,77.08,43.92,2,Boleto,6,Não,154.16,14.03,27,4,RS
O106340,2023-12-03,Vestuário,26.0,10.55,1,Cartão de Crédito,5,Não,22.1,7.0,37,5,MG
O106728,2023-12-03,Brinquedos,106.5,71.18,2,Cartão de Crédito,7,Não,213.0,11.48,22,4,PA
O107611,2023-12-03,Esportes,69.34,30.91,1,Cartão de Débito,6,Não,69.34,11.22,37,5,ES
O107959,2023-12-03,Beleza,19.5,9.55,1,Cartão de Débito,4,Não,19.5,4.89,38,4,SP
O108293,2023-12-03,Brinquedos,302.71,203.38,4,Cartão de Débito,2,Não,1210.84,12.55,18,5,SP
O108525,2023-12-03,Moradia,22.95,9.25,1,Cartão de Débito,3,Não,22.95,4.37,33,5,SP
O109608,2023-12-03,Eletrônicos,513.08,163.34,1,Cartão de Débito,8,Não,513.08,10.07,45,5,AP
O110097,2023-12-03,Esportes,91.48,54.37,2,Cartão de Crédito,2,Não,173.81,11.1,36,5,SP
O110187,2023-12-03,Moradia,194.45,132.23,1,Boleto,5,Não,194.45,13.01,25,4,PR
O110852,2023-12-03,Vestuário,34.9,14.52,5,Cartão de Débito,4,Não,148.32,10.79,35,4,RS
O111632,2023-12-03,Moradia,324.92,164.86,1,Pix,6,Não,324.92,10.7,35,5,PR
O112451,2023-12-03,Alimentos,94.24,37.83,5,Cartão de Débito,2,Não,447.64,11.64,48,5,SP
O112580,2023-12-03,Eletrônicos,1525.13,1057.1,1,Pix,3,Não,1525.13,14.94,39,5,SP
O114931,2023-12-03,Eletrônicos,2617.05,1252.29,1,Pix,3,Não,1831.94,14.64,40,5,RJ
O116417,2023-12-03,Beleza,55.02,38.33,1,Pix,4,Não,55.02,4.36,18,5,SP
O116591,2023-12-03,Eletrônicos,302.89,158.26,1,Cartão de Débito,2,Não,302.89,10.49,18,5,SP
O117894,2023-12-03,Moradia,130.29,63.84,1,Cartão de Crédito,1,Não,130.29,8.49,40,5,SP
O118089,2023-12-03,Vestuário,51.95,22.77,1,Cartão de Débito,5,Não,51.95,6.48,19,4,RS
O118904,2023-12-03,Brinquedos,16.87,10.18,2,Cartão de Débito,2,Não,33.74,3.75,22,5,RJ
O119910,2023-12-03,Eletrônicos,595.13,221.23,1,Cartão de Débito,5,Não,535.62,8.13,32,5,SP
O121394,2023-12-03,Alimentos,41.67,18.72,5,Cartão de Débito,1,Não,208.35,8.74,37,4,SP
O121707,2023-12-03,Moradia,936.02,482.33,1,Cartão de Débito,3,Não,936.02,13.0,31,5,SP
O122290,2023-12-03,Brinquedos,8.82,3.57,1,Cartão de Crédito,2,Não,8.82,04.02,23,5,RJ
O123064,2023-12-03,Moradia,36.47,13.07,1,Pix,4,Não,36.47,4.81,36,4,SP
O124094,2023-12-03,Brinquedos,30.53,20.77,2,Cartão de Crédito,7,Não,61.06,3.86,29,5,SC
O124850,2023-12-03,Beleza,106.78,65.49,5,Cartão de Débito,2,Não,507.2,12.88,27,4,SP
O125832,2023-12-03,Beleza,43.45,13.6,1,Cartão de Débito,12,Não,39.11,5.48,30,1,RN
O126010,2023-12-03,Alimentos,19.62,11.86,2,Pix,2,Não,37.28,6.24,38,5,SP
O126689,2023-12-03,Brinquedos,43.52,16.2,1,Pix,10,Não,43.52,5.18,41,1,PB
O127071,2023-12-03,Vestuário,19.83,7.83,1,Cartão de Débito,12,Não,19.83,8.11,22,3,PE
O128011,2023-12-03,Alimentos,38.89,17.47,1,Cartão de Débito,4,Não,38.89,6.91,19,4,PR
O128036,2023-12-03,Alimentos,16.54,8.36,1,Pix,4,Não,16.54,5.88,41,5,MT
O128511,2023-12-03,Beleza,124.43,83.92,2,Pix,4,Não,248.86,12.91,35,5,SP
O129525,2023-12-03,Eletrônicos,643.64,249.36,1,Pix,2,Não,643.64,10.6,50,4,SP
O129785,2023-12-03,Esportes,176.3,92.09,1,Pix,3,Não,141.04,8.49,30,5,SP
O130891,2023-12-03,Vestuário,201.41,109.8,2,Cartão de Crédito,3,Não,322.26,11.18,25,5,SP
O131860,2023-12-03,Vestuário,106.16,66.94,1,Pix,3,Não,74.31,10.77,18,5,SP
O132500,2023-12-03,Vestuário,72.16,28.48,1,Cartão de Crédito,5,Não,64.94,7.91,32,5,RS
O134304,2023-12-03,Brinquedos,106.78,45.0,1,Cartão de Crédito,4,Não,74.75,5.51,34,3,SP
O100295,2023-12-02,Eletrônicos,484.06,244.96,3,Boleto,3,Não,1379.57,13.97,37,5,RJ
O102310,2023-12-02,Vestuário,29.42,14.73,2,Pix,1,Não,50.01,06.05,35,5,SP
O102336,2023-12-02,Esportes,777.43,340.39,4,Cartão de Débito,5,Não,2954.23,15.42,49,4,RS
O102381,2023-12-02,Eletrônicos,449.01,236.82,1,Pix,13,Não,449.01,10.99,47,3,AC
O103149,2023-12-02,Brinquedos,20.82,7.18,3,Cartão de Débito,3,Não,62.46,10.78,18,4,MG
O103590,2023-12-02,Vestuário,159.94,90.42,1,Boleto,4,Não,159.94,12.15,33,4,RJ
O106318,2023-12-02,Vestuário,96.0,59.3,1,Cartão de Crédito,3,Não,67.2,5.99,31,5,RJ
O106597,2023-12-02,Brinquedos,9.78,6.36,1,Cartão de Débito,12,Não,9.78,4.55,39,1,CE
O106988,2023-12-02,Eletrônicos,313.21,189.1,1,Pix,2,Não,297.55,15.6,31,4,SP
O108380,2023-12-02,Moradia,301.88,196.46,1,Cartão de Débito,8,Não,301.88,13.04,30,5,PI
O110283,2023-12-02,Alimentos,62.46,25.08,1,Cartão de Crédito,1,Não,62.46,6.11,37,5,RJ
O110532,2023-12-02,Vestuário,18.61,8.86,1,Pix,3,Não,18.61,3.8,18,4,SP
O111042,2023-12-02,Eletrônicos,3080.74,1548.66,1,Pix,11,Não,2926.7,15.3,37,2,RO
O111168,2023-12-02,Brinquedos,212.89,74.24,2,Pix,13,Sim,383.2,12.22,19,1,MA
O111568,2023-12-02,Alimentos,29.57,17.45,4,Cartão de Crédito,4,Não,94.62,09.04,34,3,PR
O111876,2023-12-02,Beleza,69.55,28.28,1,Pix,3,Não,69.55,8.92,46,4,SP
O113058,2023-12-02,Eletrônicos,230.12,113.12,1,Cartão de Crédito,12,Não,218.61,14.1,35,1,BA
O113372,2023-12-02,Esportes,230.57,152.6,2,Cartão de Crédito,4,Não,438.08,17.35,27,4,SP
O113496,2023-12-02,Vestuário,42.83,20.8,1,Cartão de Débito,2,Não,42.83,5.27,39,4,RJ
O113958,2023-12-02,Brinquedos,34.94,12.02,2,Pix,2,Não,69.88,7.18,31,5,SP
O114094,2023-12-02,Moradia,219.19,101.2,3,Cartão de Crédito,3,Não,591.81,13.1,18,5,MG
O114429,2023-12-02,Beleza,58.39,31.85,1,Pix,9,Não,58.39,8.62,37,4,BA
O114620,2023-12-02,Vestuário,134.28,70.82,1,Pix,3,Não,134.28,9.64,50,5,SP
O115979,2023-12-02,Alimentos,91.15,49.55,1,Pix,8,Não,91.15,10.11,48,4,PB
O116306,2023-12-02,Moradia,719.4,468.88,1,Cartão de Débito,2,Não,611.49,13.99,26,4,SP
O116694,2023-12-02,Eletrônicos,309.78,211.35,1,Pix,4,Não,263.31,10.76,18,5,SP
O118058,2023-12-02,Moradia,148.88,51.55,2,Pix,3,Não,297.76,8.43,26,5,PR
O118059,2023-12-02,Brinquedos,85.62,35.58,1,Cartão de Crédito,6,Não,72.78,6.37,39,5,GO
O118330,2023-12-02,Eletrônicos,2241.1,765.94,1,Boleto,10,Não,2016.99,12.18,37,1,AL
O118461,2023-12-02,Esportes,93.3,43.39,1,Boleto,13,Não,88.64,15.07,35,1,BA
O118531,2023-12-02,Esportes,963.71,609.3,1,Cartão de Débito,3,Não,963.71,12.91,38,4,SP
O118837,2023-12-02,Vestuário,70.15,22.35,4,Pix,14,Não,280.6,8.67,25,2,TO
O119034,2023-12-02,Brinquedos,61.19,25.27,1,Cartão de Crédito,7,Não,58.13,10.85,36,4,MT
O119050,2023-12-02,Vestuário,94.63,31.04,2,Pix,2,Não,189.26,7.24,23,5,SP
O119342,2023-12-02,Moradia,275.56,140.66,2,Pix,2,Não,496.01,14.82,34,5,MG
O119660,2023-12-02,Eletrônicos,550.86,337.36,1,Pix,5,Não,550.86,12.26,43,5,MG
O119826,2023-12-02,Eletrônicos,1179.5,497.07,1,Pix,3,Não,1179.5,17.33,31,5,RJ
O120130,2023-12-02,Brinquedos,33.37,20.91,1,Pix,12,Não,31.7,5.52,32,3,AC
O121618,2023-12-02,Esportes,159.46,48.1,1,Cartão de Débito,2,Não,143.51,8.98,24,5,SP
O122270,2023-12-02,Brinquedos,49.36,18.75,1,Cartão de Débito,5,Não,49.36,6.68,38,4,RS
O123300,2023-12-02,Moradia,194.69,59.75,1,Cartão de Débito,2,Não,194.69,10.35,28,5,SP
O123630,2023-12-02,Vestuário,171.55,74.81,4,Boleto,2,Não,686.2,16.24,33,5,MG
O123800,2023-12-02,Alimentos,7.62,5.28,1,Cartão de Crédito,8,Não,7.62,07.01,43,5,CE
O124377,2023-12-02,Eletrônicos,195.13,66.41,1,Cartão de Crédito,2,Não,185.37,11.59,39,5,SP
O124493,2023-12-02,Brinquedos,100.4,65.98,5,Cartão de Crédito,2,Não,502.0,12.05,34,4,RJ
O124924,2023-12-02,Esportes,347.94,237.21,1,Pix,11,Não,347.94,15.23,28,2,AL
O126120,2023-12-02,Beleza,104.98,55.42,1,Boleto,10,Não,99.73,9.96,28,3,BA
O126509,2023-12-02,Moradia,142.58,84.41,1,Cartão de Débito,4,Não,135.45,12.95,20,4,RS
O126851,2023-12-02,Beleza,146.3,61.18,1,Cartão de Crédito,3,Não,124.36,12.31,44,4,SP
O127854,2023-12-02,Brinquedos,128.76,73.06,1,Pix,5,Não,128.76,07.08,23,4,RJ
O128134,2023-12-02,Brinquedos,4.74,2.96,3,Boleto,11,Não,13.51,5.43,24,1,BA
O129163,2023-12-02,Brinquedos,34.37,18.32,1,Cartão de Débito,12,Não,32.65,9.81,18,1,PE
O130472,2023-12-02,Moradia,44.69,30.22,1,Cartão de Débito,3,Não,44.69,8.11,38,5,SP
O130520,2023-12-02,Vestuário,267.72,119.84,1,Cartão de Débito,5,Não,267.72,9.53,39,5,PR
O131286,2023-12-02,Esportes,223.14,128.46,1,Boleto,5,Não,211.98,10.27,19,5,SP
O131376,2023-12-02,Vestuário,64.51,33.78,2,Cartão de Crédito,3,Não,129.02,12.04,19,5,SP
O132825,2023-12-02,Alimentos,22.71,8.84,2,Cartão de Crédito,2,Não,43.15,4.97,34,5,MG
O133523,2023-12-02,Alimentos,154.45,68.12,1,Cartão de Débito,4,Não,154.45,06.03,34,4,SP
O133658,2023-12-02,Brinquedos,7.15,3.33,4,Cartão de Crédito,2,Não,24.31,6.78,43,5,SP
O133981,2023-12-02,Vestuário,79.4,26.55,1,Cartão de Crédito,5,Não,79.4,7.11,45,3,SC
O100257,2023-12-01,Beleza,77.16,40.55,1,Pix,4,Não,77.16,7.89,20,4,MG
O100283,2023-12-01,Esportes,173.71,54.62,1,Pix,8,Não,156.34,12.02,24,3,CE
O101729,2023-12-01,Alimentos,80.07,55.59,1,Cartão de Débito,6,Não,72.06,7.44,32,4,PR
O101998,2023-12-01,Eletrônicos,1126.62,661.37,1,Pix,6,Não,1126.62,16.18,35,5,SC
O103385,2023-12-01,Esportes,151.09,93.35,1,Cartão de Débito,2,Não,135.98,10.19,28,5,SP
O103601,2023-12-01,Esportes,533.57,228.53,1,Boleto,2,Não,533.57,11.12,35,5,SP
O103955,2023-12-01,Brinquedos,15.46,6.55,2,Pix,5,Não,30.92,10.62,31,5,RS
O104362,2023-12-01,Alimentos,55.2,24.26,2,Cartão de Crédito,1,Não,104.88,9.86,32,5,SP
O104448,2023-12-01,Eletrônicos,452.35,283.73,3,Pix,11,Não,1357.05,12.26,48,1,PE
O107455,2023-12-01,Vestuário,51.47,19.13,1,Cartão de Crédito,4,Não,51.47,10.64,29,4,MG
O107566,2023-12-01,Beleza,28.77,17.93,1,Pix,4,Não,24.45,4.46,27,3,SP
O110035,2023-12-01,Brinquedos,14.92,7.42,2,Cartão de Débito,4,Não,25.36,8.83,38,3,RS
O110606,2023-12-01,Brinquedos,9.12,3.45,1,Cartão de Crédito,10,Não,8.66,4.13,31,1,PB
O111108,2023-12-01,Beleza,18.68,6.17,1,Cartão de Débito,2,Não,14.94,4.48,18,5,SP
O111141,2023-12-01,Vestuário,155.77,55.52,3,Pix,4,Não,420.58,12.0,31,5,SP
O111436,2023-12-01,Vestuário,14.66,5.59,1,Cartão de Débito,4,Não,13.93,7.34,56,5,GO
O111896,2023-12-01,Brinquedos,135.36,63.06,1,Cartão de Crédito,3,Não,128.59,8.33,40,4,SP
O113223,2023-12-01,Eletrônicos,329.56,205.64,1,Cartão de Crédito,5,Não,296.6,10.16,33,3,SP
O113244,2023-12-01,Alimentos,8.79,5.34,1,Cartão de Crédito,3,Não,8.79,2.87,28,5,RJ
O113431,2023-12-01,Vestuário,53.96,21.55,1,Pix,3,Não,53.96,8.92,43,5,MG
O114185,2023-12-01,Brinquedos,20.97,10.27,1,Cartão de Débito,3,Não,20.97,03.02,27,5,RS
O115252,2023-12-01,Beleza,44.22,20.84,1,Cartão de Crédito,3,Não,39.8,6.25,36,4,MG
O115582,2023-12-01,Brinquedos,40.73,14.8,1,Pix,5,Não,28.51,5.24,40,5,MT
O115629,2023-12-01,Vestuário,186.99,58.63,1,Boleto,10,Não,186.99,9.12,40,2,BA
O117027,2023-12-01,Alimentos,3.91,2.68,1,Boleto,12,Sim,3.91,3.96,29,2,AC
O117407,2023-12-01,Esportes,422.4,228.42,1,Cartão de Crédito,4,Não,422.4,7.49,26,4,MG
O117802,2023-12-01,Brinquedos,19.69,13.31,1,Cartão de Crédito,2,Não,19.69,4.5,38,5,SP
O118087,2023-12-01,Brinquedos,4.28,2.5,1,Pix,9,Não,04.07,3.81,24,5,AL
O118875,2023-12-01,Brinquedos,72.67,31.57,2,Cartão de Crédito,2,Não,130.81,11.07,35,5,SP
O124589,2023-12-01,Moradia,307.07,121.18,1,Cartão de Crédito,11,Não,307.07,11.72,21,1,BA
O124702,2023-12-01,Moradia,46.15,32.0,1,Pix,2,Não,43.84,6.76,32,5,SP
O125488,2023-12-01,Eletrônicos,717.3,447.81,1,Cartão de Crédito,9,Não,717.3,12.72,39,4,BA
O128289,2023-12-01,Vestuário,68.2,21.49,1,Cartão de Crédito,8,Não,68.2,9.96,22,4,PB
O130825,2023-12-01,Eletrônicos,288.35,98.88,1,Cartão de Crédito,2,Não,259.52,11.67,36,5,RJ
O131279,2023-12-01,Vestuário,52.09,35.79,5,Cartão de Crédito,2,Não,260.45,10.63,48,5,SP
O131638,2023-12-01,Beleza,192.41,113.28,1,Pix,3,Não,192.41,7.59,38,5,SP
O133091,2023-12-01,Eletrônicos,624.39,384.31,4,Pix,1,Não,1998.05,14.43,22,5,MG
O133961,2023-12-01,Moradia,963.85,358.68,1,Pix,1,Não,867.46,14.27,35,4,SP
O100406,2023-11-30,Eletrônicos,1223.91,656.25,1,Cartão de Débito,5,Não,1162.71,14.79,23,3,PR
O103224,2023-11-30,Eletrônicos,636.73,268.07,1,Cartão de Crédito,4,Não,636.73,14.9,36,4,RJ
O104048,2023-11-30,Alimentos,13.05,6.79,1,Cartão de Débito,2,Não,11.74,3.11,44,5,SP
O104811,2023-11-30,Brinquedos,83.84,42.11,1,Cartão de Débito,1,Não,83.84,7.95,25,5,RJ
O104905,2023-11-30,Moradia,738.69,291.91,2,Pix,1,Não,1477.38,17.63,22,5,MG
O105022,2023-11-30,Alimentos,10.31,6.78,5,Pix,3,Não,51.55,10.93,43,4,SP
O106063,2023-11-30,Moradia,112.25,63.25,1,Cartão de Crédito,4,Não,112.25,5.6,34,5,SC
O106882,2023-11-30,Eletrônicos,334.06,184.54,4,Cartão de Crédito,3,Não,1135.8,14.74,26,5,ES
O106979,2023-11-30,Beleza,118.48,42.55,1,Cartão de Crédito,3,Não,118.48,08.01,42,5,SP
O107135,2023-11-30,Brinquedos,117.04,69.82,1,Cartão de Crédito,4,Não,117.04,10.04,23,4,SP
O108244,2023-11-30,Vestuário,164.33,71.51,1,Cartão de Crédito,10,Não,164.33,9.79,31,2,BA
O108564,2023-11-30,Esportes,286.78,199.72,1,Cartão de Crédito,1,Não,200.75,12.65,39,4,SP
O109204,2023-11-30,Eletrônicos,146.11,80.8,1,Pix,3,Não,131.5,6.63,18,5,SP
O110420,2023-11-30,Beleza,359.26,164.31,1,Cartão de Crédito,4,Não,323.33,8.99,45,4,RS
O110750,2023-11-30,Moradia,74.42,39.73,5,Cartão de Débito,1,Não,353.5,9.36,37,5,SP
O110821,2023-11-30,Moradia,679.69,293.2,1,Pix,1,Não,645.71,14.78,52,5,SP
O110913,2023-11-30,Brinquedos,165.07,52.06,3,Pix,11,Não,396.17,12.93,23,2,AC
O110997,2023-11-30,Vestuário,119.64,72.8,1,Cartão de Débito,3,Não,113.66,05.06,47,5,SP
O111432,2023-11-30,Eletrônicos,255.87,143.0,2,Cartão de Crédito,10,Não,511.74,12.3,32,2,PA
O116227,2023-11-30,Vestuário,98.48,48.59,1,Boleto,4,Não,83.71,10.28,23,5,SP
O116970,2023-11-30,Beleza,13.64,5.14,1,Cartão de Crédito,11,Não,13.64,6.15,28,1,PE
O119018,2023-11-30,Beleza,16.39,5.82,4,Pix,3,Não,62.28,6.31,28,5,MG
O119572,2023-11-30,Beleza,58.4,26.12,1,Cartão de Débito,2,Não,58.4,7.29,32,5,SP
O120632,2023-11-30,Vestuário,86.93,35.84,3,Cartão de Débito,6,Não,260.79,12.94,39,5,SC
O120752,2023-11-30,Alimentos,102.14,62.34,2,Cartão de Crédito,5,Não,204.28,7.31,41,5,ES
O120763,2023-11-30,Brinquedos,23.4,15.57,1,Cartão de Crédito,3,Não,23.4,6.35,39,4,SP
O120828,2023-11-30,Alimentos,28.29,16.01,1,Pix,6,Não,28.29,6.74,27,4,SC
O122850,2023-11-30,Brinquedos,49.32,18.95,1,Cartão de Débito,2,Não,49.32,06.03,27,4,RJ
O123631,2023-11-30,Beleza,66.27,26.38,1,Pix,8,Não,46.39,3.81,47,5,BA
O124008,2023-11-30,Esportes,94.24,60.19,1,Cartão de Crédito,7,Não,89.53,11.21,40,5,SC
O124389,2023-11-30,Vestuário,51.45,28.12,1,Pix,2,Não,46.31,8.22,37,5,SP
O124705,2023-11-30,Moradia,44.92,26.56,3,Pix,3,Não,134.76,10.12,30,5,SP
O124746,2023-11-30,Brinquedos,40.2,12.35,1,Cartão de Débito,3,Não,36.18,08.07,18,5,MG
O125429,2023-11-30,Moradia,77.99,25.67,1,Cartão de Crédito,11,Não,62.39,6.67,50,1,MA
O128485,2023-11-30,Moradia,29.11,9.47,1,Cartão de Débito,3,Não,29.11,7.26,43,5,SP
O129242,2023-11-30,Moradia,420.67,127.27,3,Cartão de Crédito,5,Não,1262.01,16.31,30,3,RS
O130814,2023-11-30,Moradia,31.11,10.13,5,Cartão de Débito,2,Não,147.77,11.28,29,5,SP
O131684,2023-11-30,Alimentos,23.59,14.53,3,Boleto,7,Não,67.23,9.85,28,5,SC
O131823,2023-11-30,Vestuário,73.15,43.28,3,Cartão de Crédito,5,Não,219.45,10.14,26,3,RS
O133061,2023-11-30,Beleza,57.33,17.54,1,Pix,5,Não,57.33,7.74,32,4,SC
O100549,2023-11-29,Moradia,249.28,142.28,1,Cartão de Débito,10,Não,249.28,7.48,34,1,PA
O100886,2023-11-29,Alimentos,118.92,50.17,1,Pix,3,Não,118.92,5.77,22,5,SP
O101410,2023-11-29,Moradia,132.54,64.07,1,Cartão de Crédito,5,Não,125.91,7.7,25,5,SP
O102022,2023-11-29,Moradia,39.86,27.59,1,Cartão de Crédito,5,Não,31.89,9.27,24,4,MS
O103629,2023-11-29,Esportes,82.52,35.71,1,Pix,5,Não,70.14,8.51,27,4,SP
O103885,2023-11-29,Beleza,18.92,8.43,1,Cartão de Crédito,7,Não,18.92,10.56,40,4,SC
O105016,2023-11-29,Vestuário,39.83,25.66,1,Cartão de Crédito,5,Não,39.83,7.38,29,4,SC
O105432,2023-11-29,Vestuário,435.95,146.23,4,Boleto,5,Não,1569.42,13.17,40,5,PR
O105639,2023-11-29,Moradia,536.38,305.34,2,Boleto,3,Não,1072.76,17.56,37,4,SP
O106163,2023-11-29,Vestuário,88.02,33.52,1,Cartão de Crédito,3,Não,88.02,8.89,40,5,SP
O106371,2023-11-29,Beleza,46.8,32.09,1,Pix,5,Não,42.12,9.97,30,3,PR
O108187,2023-11-29,Eletrônicos,247.66,86.15,1,Pix,2,Não,235.28,7.61,26,5,SP
O109429,2023-11-29,Beleza,93.01,50.87,1,Cartão de Crédito,5,Não,93.01,8.12,50,4,PR
O109471,2023-11-29,Eletrônicos,762.97,276.57,1,Cartão de Crédito,4,Sim,762.97,14.41,42,4,MG
O109713,2023-11-29,Beleza,118.19,52.6,1,Cartão de Crédito,2,Não,106.37,10.39,61,4,RJ
O110379,2023-11-29,Brinquedos,20.92,12.47,1,Cartão de Crédito,3,Não,20.92,6.67,31,5,SP
O111711,2023-11-29,Vestuário,125.9,65.16,5,Cartão de Crédito,8,Não,566.55,16.83,18,3,RN
O113740,2023-11-29,Eletrônicos,2181.76,688.76,1,Cartão de Crédito,2,Não,2072.67,16.81,26,5,MG
O113952,2023-11-29,Beleza,18.96,8.31,2,Pix,3,Não,26.54,6.73,39,5,MG
O114239,2023-11-29,Alimentos,26.03,17.91,1,Cartão de Crédito,11,Não,22.13,04.04,18,1,RN
O115082,2023-11-29,Eletrônicos,1526.42,540.6,1,Pix,5,Não,1297.46,21.95,38,4,PR
O115668,2023-11-29,Eletrônicos,677.82,265.28,3,Cartão de Crédito,12,Não,1931.79,19.02,57,1,PI
